Sample_ID,Dose_Ratio,SUVmax_Bias_In(%),MAPE_In(%),CR_In(%),SUVmax_Bias_Out(%),MAPE_Out(%),CR_Out(%)
P1044_D10_Z0159,0.100,14.7297,14.3371,98.8166,23.8038,8.8646,97.4595
P1044_D10_Z0160,0.100,19.7194,14.3223,100.3353,26.9719,8.8872,98.6873
P1044_D10_Z0161,0.100,17.4545,14.9242,101.5944,5.9589,8.8774,99.8394
P1044_D10_Z0162,0.100,16.4147,15.3529,102.0001,0.5040,9.0705,99.8587
P1044_D10_Z0163,0.100,17.0490,15.4430,101.3589,0.6936,9.2649,99.4850
P1044_D10_Z0164,0.100,19.6148,15.2794,100.2857,3.6999,9.1949,97.9264
P1044_D10_Z0165,0.100,10.3822,14.9996,99.5524,7.0063,9.3553,96.8265
P1044_D10_Z0166,0.100,4.4241,14.3520,99.7525,9.0611,9.3146,97.1046
P1044_D10_Z0167,0.100,-1.9765,13.8927,99.6506,1.8188,9.0305,97.2223
P1044_D10_Z0168,0.100,-5.4233,14.1300,98.9380,-1.7421,9.1492,96.7409
P1044_D10_Z0169,0.100,-5.8991,14.8708,98.6661,-4.1150,9.1340,96.5391
P1044_D10_Z0170,0.100,2.8560,15.2428,99.0092,-10.4669,9.0282,96.8783
P1044_D10_Z0171,0.100,13.0378,15.3957,99.3507,-13.4929,9.1331,97.2259
P1044_D10_Z0172,0.100,27.9137,15.5166,98.7747,-7.9490,9.3691,96.8328
P1044_D10_Z0173,0.100,21.7890,15.2724,99.0052,-11.9114,9.2055,96.5895
P1044_D10_Z0174,0.100,26.1203,15.3161,99.2208,-5.7663,9.1728,97.0066
P1044_D10_Z0175,0.100,2.8799,15.3242,99.3538,-6.5254,9.4115,97.3940
P1044_D10_Z0176,0.100,3.1056,15.2392,99.1112,-7.6426,9.5693,97.2546
P1044_D10_Z0177,0.100,19.6025,15.3821,99.3148,-3.2126,9.6213,97.8638
P1044_D10_Z0178,0.100,18.8378,15.2175,99.8163,-4.2354,9.4362,98.4250
P1044_D10_Z0179,0.100,12.3823,15.1422,100.3059,-1.8304,9.2902,98.6613
P1044_D10_Z0180,0.100,23.8420,14.9232,100.3721,5.6232,9.0802,98.2380
P1044_D10_Z0181,0.100,26.2575,14.6889,100.2806,6.1965,8.8062,97.9726
P1044_D10_Z0182,0.100,11.9319,14.2676,100.0910,-8.8721,8.7813,97.7084
P1044_D10_Z0183,0.100,9.7837,13.9019,100.2244,-4.7772,9.1007,97.9803
P1044_D10_Z0184,0.100,5.3911,13.8242,100.9178,-4.3284,9.0447,98.7280
P1044_D10_Z0185,0.100,2.1647,13.8485,101.3754,-3.9750,8.9048,99.1605
P1044_D10_Z0186,0.100,7.7539,14.6734,101.0026,-3.0417,9.1547,98.8399
P1044_D10_Z0187,0.100,22.8024,15.0763,100.3347,0.1522,9.2743,98.4147
P1044_D10_Z0188,0.100,38.6418,14.9729,100.0438,7.5249,9.2905,98.1584
P1044_D10_Z0189,0.100,49.4511,14.8664,100.1493,14.6044,9.2078,98.1632
P1044_D10_Z0190,0.100,45.7630,14.8904,99.7740,15.2085,9.1822,97.7464
P1044_D10_Z0191,0.100,27.6900,14.7642,98.9709,2.6419,9.2576,97.2035
P1044_D10_Z0192,0.100,10.8985,14.8636,98.3336,-7.3336,9.3429,96.3425
P1044_D10_Z0193,0.100,10.3912,14.9115,97.6683,-6.9338,9.3040,95.4805
P1044_D10_Z0194,0.100,14.6890,15.0180,97.9911,-2.7872,9.1310,95.3017
P1044_D10_Z0195,0.100,25.3149,15.2551,99.1808,-0.9727,9.0903,96.4232
P1044_D10_Z0196,0.100,25.7577,15.3721,100.3663,-1.2189,9.0698,97.6810
P1044_D10_Z0197,0.100,21.5207,14.4222,101.0049,3.0563,8.8143,98.2223
P1044_D10_Z0198,0.100,15.2325,13.9221,101.2910,-2.0364,8.8053,98.3531
P1044_D10_Z0199,0.100,8.4199,13.2420,101.3643,-3.5734,8.4726,98.5897
P1044_D10_Z0200,0.100,5.3253,13.1549,100.9759,0.6935,8.2571,98.7937
P1044_D10_Z0201,0.100,5.9532,13.6191,99.8162,5.4104,8.4840,97.9022
P1044_D10_Z0202,0.100,26.7269,14.2161,99.0266,17.1161,8.7329,97.0828
P1044_D10_Z0203,0.100,28.8181,14.0441,99.2626,27.8607,8.7477,96.9218
P1044_D10_Z0204,0.100,21.5812,13.9245,99.6020,13.5439,8.8762,97.0065
P1044_D10_Z0205,0.100,19.6894,13.7979,99.8673,9.6741,8.8093,96.9836
P1044_D10_Z0206,0.100,26.1970,13.5906,99.5593,8.7736,8.6751,96.6425
P1044_D10_Z0207,0.100,22.4139,13.5436,99.2201,5.8626,8.6519,96.3555
P1044_D10_Z0208,0.100,11.4777,13.6184,98.7047,1.4277,8.6530,96.1082
P1044_D10_Z0209,0.100,13.7329,13.6247,98.6197,6.8396,8.9038,96.2766
P1044_D10_Z0210,0.100,21.6580,13.3707,98.5033,15.2897,8.7266,95.8275
P1044_D10_Z0211,0.100,25.3065,13.1874,98.3375,14.6437,8.0045,95.3909
P1044_D10_Z0212,0.100,18.0678,13.4676,98.2472,5.7181,7.9248,95.4030
P1044_D10_Z0213,0.100,6.6793,13.6613,98.9543,-3.1876,8.1143,96.4963
P1044_D10_Z0214,0.100,12.6986,14.0030,99.7639,2.1777,8.3066,97.6764
P1044_D10_Z0215,0.100,17.8772,14.0092,100.0013,5.6017,8.5294,98.3428
P1044_D10_Z0216,0.100,10.8633,13.5394,99.1753,2.5841,8.3780,97.9015
P1044_D10_Z0217,0.100,12.0760,13.0767,98.1445,3.2296,7.9930,96.9156
P1044_D10_Z0218,0.100,15.7907,12.9858,98.5443,6.2349,8.4161,97.0630
P1044_D10_Z0219,0.100,17.2622,13.1556,99.2959,10.3984,8.7866,97.4538
P1044_D10_Z0220,0.100,16.6686,13.4112,100.0543,8.9888,8.9690,98.2310
P1044_D10_Z0221,0.100,17.8378,13.4036,100.3505,2.9627,8.6825,98.4906
P1044_D10_Z0222,0.100,13.9833,13.2068,99.9478,3.5289,8.5817,97.8667
P1044_D10_Z0223,0.100,9.8413,13.3974,99.4869,3.2586,8.7702,96.9411
P1044_D10_Z0224,0.100,-4.8589,13.2710,99.1372,-10.1805,8.3795,96.2630
P1044_D10_Z0225,0.100,0.6732,12.7544,99.3220,-15.5339,7.7652,96.2420
P1044_D10_Z0226,0.100,6.3658,12.1127,99.5468,-11.6918,6.9260,96.4305
P1044_D10_Z0227,0.100,7.1674,12.1964,99.3882,-5.7254,6.6647,96.5425
P1044_D10_Z0228,0.100,5.8031,12.6864,99.3134,-3.3687,7.1534,96.9204
P1044_D10_Z0229,0.100,7.8473,13.2767,99.1988,-2.4594,8.1676,97.3859
P1044_D10_Z0230,0.100,8.0805,12.5872,99.3002,-0.1093,7.9251,97.4919
P1044_D10_Z0231,0.100,5.8422,12.4924,98.9223,0.1355,7.5337,97.0013
P1044_D10_Z0232,0.100,1.6822,12.3548,98.9639,-3.7705,7.2754,96.7938
P1044_D10_Z0233,0.100,-3.1486,12.4716,99.2100,-8.5427,7.1240,96.7290
P1044_D10_Z0234,0.100,-3.2727,12.7338,99.5177,-5.3567,7.2264,97.0321
P1044_D10_Z0235,0.100,3.3813,12.9467,99.6690,0.4185,7.4740,97.4857
P1044_D10_Z0236,0.100,5.8082,12.8895,100.0789,3.6006,7.8737,98.2451
P1044_D10_Z0237,0.100,0.3559,13.0809,99.9228,0.9787,7.9679,98.3818
P1044_D10_Z0238,0.100,-4.2560,13.7656,99.4814,-7.1267,8.2568,98.1693
P1044_D10_Z0239,0.100,32.2090,14.1349,99.2414,9.6292,8.5198,98.2904
P1044_D10_Z0240,0.100,25.8738,14.0879,99.7319,9.4840,8.5507,99.1546
P1044_D10_Z0241,0.100,27.7825,14.0313,100.4046,9.4173,8.5789,100.2541
P1044_D10_Z0242,0.100,32.8037,14.1161,100.7442,8.7807,8.5057,100.4602
P1044_D10_Z0243,0.100,34.0968,14.1355,100.9023,4.7385,8.4181,100.2123
P1044_D10_Z0244,0.100,15.5355,13.8699,100.8557,-9.4659,8.3177,99.9722
P1044_D10_Z0245,0.100,19.6036,13.8610,100.7934,-0.5284,8.3435,99.7765
P1044_D10_Z0246,0.100,34.5206,14.0097,100.2967,5.5384,8.4194,99.5101
P1044_D10_Z0247,0.100,23.7388,13.9351,99.6915,1.8432,8.3314,98.9215
P1044_D10_Z0248,0.100,23.5639,13.7616,99.3436,3.3991,8.1941,98.4946
P1044_D10_Z0249,0.100,18.5481,13.7445,99.0749,-3.9576,8.2628,98.1869
P1044_D10_Z0250,0.100,6.2685,13.6742,99.0983,-11.9639,8.4116,98.5437
P1044_D10_Z0251,0.100,20.9809,13.5365,99.0535,-1.1250,8.6272,98.7955
P1044_D10_Z0252,0.100,13.8015,13.4083,99.1868,-7.4948,8.4617,98.7064
P1044_D10_Z0253,0.100,16.2070,13.2779,100.1044,-1.8201,8.2534,99.5830
P1044_D10_Z0254,0.100,22.2475,12.8095,101.7425,6.2997,8.0030,100.7822
P1044_D10_Z0255,0.100,29.2778,12.2276,102.4137,-0.6915,7.0246,101.0401
P1044_D10_Z0256,0.100,30.6341,12.5850,102.4981,12.7459,12.5246,100.7878
P1044_D10_Z0257,0.100,24.7111,12.0009,117.7357,32.8261,19.1205,124.8548
P1044_D10_Z0258,0.100,19.3011,9.7421,111.6052,36.5627,20.2239,119.3547
P1044_D10_Z0259,0.100,11.6102,7.1966,106.0281,23.5791,16.6749,108.6907
P1044_D10_Z0260,0.100,8.4455,7.3743,101.7895,-3.3863,14.4199,90.1165
P1044_D10_Z0261,0.100,5.6355,10.5953,96.8299,-12.9242,19.1520,82.2520
P1044_D10_Z0262,0.100,-7.7399,13.8453,90.3404,-21.3681,20.4803,78.2981
P1044_D10_Z0263,0.100,-16.7247,13.3719,98.0959,-27.7557,18.7051,96.2586
P1044_D10_Z0264,0.100,-18.9149,10.9817,99.0776,-24.9877,9.6002,97.1419
P1044_D10_Z0265,0.100,-3.9336,11.3698,99.6574,-14.4984,6.5628,97.9977
P1044_D10_Z0266,0.100,-3.5804,11.5415,99.8733,-13.5439,7.4170,98.4208
P1044_D10_Z0267,0.100,-3.9907,11.6088,100.1728,-7.7457,7.6801,98.7567
P1044_D10_Z0268,0.100,-1.3889,11.6089,100.1032,-5.8003,7.5479,98.7133
P1044_D10_Z0269,0.100,14.3481,11.8887,99.8992,6.0108,7.8324,98.6222
P1044_D10_Z0270,0.100,24.1371,12.3232,100.3110,11.0368,8.4508,99.0765
P1044_D10_Z0271,0.100,30.5075,12.5423,101.1608,11.9665,8.6121,99.9474
P1044_D10_Z0272,0.100,32.4505,12.2943,101.5606,12.6108,8.3054,100.0399
P1044_D2_Z0000,0.500,3.7368,1.9128,100.0219,-18.2794,6.6864,95.6237
P1044_D2_Z0001,0.500,3.6460,1.9124,100.1507,-18.3990,6.6732,95.6061
P1044_D2_Z0002,0.500,0.6985,1.9164,100.0844,-19.6363,6.4666,95.9742
P1044_D2_Z0003,0.500,0.4777,1.9103,100.1870,-7.9370,6.2902,96.5580
P1044_D2_Z0004,0.500,2.5703,1.8926,100.2597,-8.6793,5.9027,96.7624
P1044_D2_Z0005,0.500,0.1095,1.8760,100.3235,-6.8187,5.5817,96.9314
P1044_D2_Z0006,0.500,0.4446,1.9123,100.3686,-8.1350,5.6599,96.6490
P1044_D2_Z0007,0.500,1.5794,1.9641,100.2457,-2.0949,6.0226,96.2042
P1044_D2_Z0008,0.500,2.1220,1.9140,100.1437,-1.9547,6.0905,95.5398
P1044_D2_Z0009,0.500,2.1885,1.9278,100.3051,-3.5626,6.1954,95.9270
P1044_D2_Z0010,0.500,0.5318,1.9691,100.4353,-6.0072,6.3200,96.5302
P1044_D2_Z0011,0.500,1.4471,2.0192,100.2723,-4.0712,6.2117,97.5001
P1044_D2_Z0012,0.500,0.0770,2.0630,100.2616,1.9312,6.3130,97.3484
P1044_D2_Z0013,0.500,1.3721,2.0474,100.3748,-2.0646,6.5417,97.4463
P1044_D2_Z0014,0.500,-0.9974,2.0110,100.4514,-2.3456,6.4858,97.2799
P1044_D2_Z0015,0.500,1.0007,2.0293,100.3542,-6.9747,6.0922,97.1427
P1044_D2_Z0016,0.500,-0.0500,2.1347,100.4622,-1.5819,5.9624,97.1919
P1044_D2_Z0017,0.500,-1.1717,2.1802,100.3629,-6.2112,5.5077,97.4025
P1044_D2_Z0018,0.500,-0.2667,2.1680,100.2136,-0.2355,5.4627,98.2058
P1044_D2_Z0019,0.500,1.8628,2.1416,100.1917,18.3806,5.4117,98.7896
P1044_D2_Z0020,0.500,0.3608,2.1862,100.2167,-0.6415,5.0601,99.2032
P1044_D2_Z0021,0.500,1.5558,2.2194,100.0205,17.7652,4.9680,99.4955
P1044_D2_Z0022,0.500,3.8308,2.3180,100.0065,-4.5811,5.1527,99.4860
P1044_D2_Z0023,0.500,2.3743,2.4219,100.1291,-5.9032,5.4466,99.5436
P1044_D2_Z0024,0.500,-0.7885,2.3950,100.1483,-15.7421,4.7492,99.9102
P1044_D2_Z0025,0.500,-0.7427,2.4464,100.2508,-14.6625,4.3641,100.6517
P1044_D2_Z0026,0.500,0.2816,2.5088,100.4538,-9.4447,4.2025,101.1801
P1044_D2_Z0027,0.500,1.1030,2.6057,100.4103,-4.6242,3.9907,101.4035
P1044_D2_Z0028,0.500,2.1363,2.6892,100.0294,-3.3266,3.8331,101.0836
P1044_D2_Z0029,0.500,4.2706,2.8028,99.7203,-1.4169,3.8635,100.4868
P1044_D2_Z0030,0.500,-0.3548,2.8584,99.6357,1.8474,4.1373,100.0278
P1044_D2_Z0031,0.500,2.0429,2.9062,99.7007,-0.0702,4.5520,99.7342
P1044_D2_Z0032,0.500,1.5670,2.8976,99.7463,-3.6417,4.8045,99.0207
P1044_D2_Z0033,0.500,1.4597,2.9745,99.7890,-1.5572,5.0684,98.5902
P1044_D2_Z0034,0.500,4.8136,3.1253,99.6997,-0.0509,5.1874,98.5773
P1044_D2_Z0035,0.500,3.0599,3.2484,99.4192,-1.9179,5.2859,98.4743
P1044_D2_Z0036,0.500,2.0862,3.2386,99.1394,2.0365,5.1769,98.1530
P1044_D2_Z0037,0.500,1.9660,3.3266,99.1512,0.7458,5.1757,97.3819
P1044_D2_Z0038,0.500,4.3623,3.6027,100.1039,-2.8492,5.0956,97.9245
P1044_D2_Z0039,0.500,6.1379,3.8582,100.4431,-0.3038,4.9582,98.7009
P1044_D2_Z0040,0.500,1.0761,3.9795,100.7292,-4.9533,4.7600,98.9056
P1044_D2_Z0041,0.500,3.5175,4.0043,100.8669,-1.7295,4.7036,99.3446
P1044_D2_Z0042,0.500,3.7859,4.1246,101.0796,-2.6430,4.7296,99.7589
P1044_D2_Z0043,0.500,0.3084,4.1597,100.7679,-11.1023,4.6664,99.9428
P1044_D2_Z0044,0.500,-2.7241,4.3129,100.3137,-18.9418,4.5100,100.2160
P1044_D2_Z0045,0.500,-1.9948,4.4277,100.4871,-9.3183,4.5327,100.2515
P1044_D2_Z0046,0.500,-2.4145,4.3585,100.8679,-6.6270,4.4929,100.6893
P1044_D2_Z0047,0.500,0.6759,4.1916,101.0831,-4.0117,4.4285,100.5597
P1044_D2_Z0048,0.500,-1.7600,4.0674,101.0131,-3.2110,4.3918,100.3968
P1044_D2_Z0049,0.500,3.4091,4.0938,100.8716,-1.8881,4.4665,100.3994
P1044_D2_Z0050,0.500,9.1795,4.1834,101.0351,2.8341,4.4414,100.0809
P1044_D2_Z0051,0.500,8.7122,4.1136,101.0903,4.2743,4.3369,100.3853
P1044_D2_Z0052,0.500,1.7241,4.0190,100.9549,1.1485,4.3282,100.7842
P1044_D2_Z0053,0.500,5.2124,4.0787,100.7635,3.4906,4.4448,100.9624
P1044_D2_Z0054,0.500,-0.0033,4.0809,101.0117,-0.9375,4.4354,101.6012
P1044_D2_Z0055,0.500,-0.0721,4.1203,101.2856,-1.9297,4.4362,101.5968
P1044_D2_Z0056,0.500,3.1386,4.0808,101.2190,-0.8269,4.6140,101.5274
P1044_D2_Z0057,0.500,5.0662,3.8931,101.1050,-1.2032,4.6140,101.4801
P1044_D2_Z0058,0.500,4.7827,3.8102,100.9944,-1.5836,4.5075,101.2861
P1044_D2_Z0059,0.500,3.7806,3.8819,100.8062,-2.5013,4.3191,101.0844
P1044_D2_Z0060,0.500,2.5977,4.0792,101.0267,-1.2035,4.3932,101.0150
P1044_D2_Z0061,0.500,2.5472,4.2678,101.3989,2.7765,4.6140,100.8967
P1044_D2_Z0062,0.500,0.8620,4.0652,101.6089,-11.0142,4.6603,100.6966
P1044_D2_Z0063,0.500,-0.5540,3.8831,100.9892,-15.3798,4.9263,99.7389
P1044_D2_Z0064,0.500,-1.9498,3.9630,100.7510,-14.7380,4.9635,99.6660
P1044_D2_Z0065,0.500,2.9692,4.1013,100.9665,-3.8748,4.7243,99.6661
P1044_D2_Z0066,0.500,5.1879,3.9632,100.9276,-2.4006,4.5981,99.0476
P1044_D2_Z0067,0.500,3.0147,3.9244,100.4765,-4.8245,4.6485,98.7643
P1044_D2_Z0068,0.500,3.0751,4.0177,100.0536,-3.9678,4.7048,98.4119
P1044_D2_Z0069,0.500,0.6933,3.9115,100.1320,-10.8765,4.9512,98.9755
P1044_D2_Z0070,0.500,-0.6396,3.8406,100.5394,-8.9958,5.0655,99.3236
P1044_D2_Z0071,0.500,-1.5251,3.5278,100.4116,-7.6021,4.7956,99.7030
P1044_D2_Z0072,0.500,-1.3683,3.5089,100.5943,-2.7162,4.5480,99.7871
P1044_D2_Z0073,0.500,-0.6244,3.9246,100.8745,-1.6541,4.6192,100.4241
P1044_D2_Z0074,0.500,0.8293,4.0821,100.4423,0.3690,4.5232,100.3537
P1044_D2_Z0075,0.500,0.2788,3.8969,100.2264,3.9597,4.2832,100.4211
P1044_D2_Z0076,0.500,-1.0678,3.8020,100.3147,2.8525,4.1260,100.6089
P1044_D2_Z0077,0.500,-2.5816,3.9023,100.7829,-0.2810,4.0917,101.9559
P1044_D2_Z0078,0.500,-3.1333,3.9801,100.9413,-2.0019,4.1278,102.2523
P1044_D2_Z0079,0.500,2.8068,4.2872,100.7272,-4.2482,4.2440,101.9483
P1044_D2_Z0080,0.500,1.7214,4.5694,100.5861,-0.4084,4.4862,101.8839
P1044_D2_Z0081,0.500,0.5101,4.4938,100.2327,-0.2704,4.4067,101.4525
P1044_D2_Z0082,0.500,-0.3128,4.3561,100.4461,-2.2414,4.3133,100.7811
P1044_D2_Z0083,0.500,-0.0502,4.3632,100.9580,-2.9128,4.3243,100.3289
P1044_D2_Z0084,0.500,1.8708,4.4795,100.9217,-3.2469,4.3983,100.3376
P1044_D2_Z0085,0.500,1.6705,4.5250,101.0490,-4.3791,4.4769,101.5246
P1044_D2_Z0086,0.500,0.0740,4.4364,100.9653,-5.6581,4.4491,102.2209
P1044_D2_Z0087,0.500,-0.6779,4.4042,101.1962,-8.4806,4.3616,102.7989
P1044_D2_Z0088,0.500,-3.3112,4.4264,101.2440,-10.7835,4.3157,102.0657
P1044_D2_Z0089,0.500,-0.4045,4.5090,101.2009,0.8378,4.3359,101.3035
P1044_D2_Z0090,0.500,-0.6819,4.4227,101.0293,3.1891,4.3026,100.5850
P1044_D2_Z0091,0.500,1.0607,4.4577,100.9909,2.6986,4.3012,100.7670
P1044_D2_Z0092,0.500,0.6837,4.5431,100.6771,-5.6307,4.4373,100.1384
P1044_D2_Z0093,0.500,3.1979,4.5697,100.3769,-3.6410,4.5280,99.8287
P1044_D2_Z0094,0.500,6.1975,4.5960,100.7964,1.2841,4.5989,100.5068
P1044_D2_Z0095,0.500,10.5141,4.6443,101.5208,5.4963,4.6288,101.9851
P1044_D2_Z0096,0.500,9.7419,4.6974,102.4128,4.9676,4.5899,102.9465
P1044_D2_Z0097,0.500,4.8912,4.7052,102.4010,4.4952,4.5665,102.7055
P1044_D2_Z0098,0.500,-0.3449,4.6880,102.1449,-4.0200,4.5377,102.6353
P1044_D2_Z0099,0.500,1.0025,4.6828,102.1224,-2.6168,4.5010,102.6184
P1044_D2_Z0100,0.500,0.6793,4.5766,101.6484,-4.0063,4.3890,102.2830
P1044_D2_Z0101,0.500,0.7854,4.6466,101.2002,-6.7131,4.4437,101.8912
P1044_D2_Z0102,0.500,0.4258,4.9126,100.8416,2.1810,4.6730,101.4088
P1044_D2_Z0103,0.500,0.0306,4.8694,100.7257,-0.9880,4.6742,101.0696
P1044_D2_Z0104,0.500,6.6565,4.8032,100.9601,3.8201,4.6212,101.0977
P1044_D2_Z0105,0.500,7.9031,4.9128,101.6479,4.8701,4.6902,101.4594
P1044_D2_Z0106,0.500,0.9299,4.9405,101.8352,-4.9419,4.7144,101.4259
P1044_D2_Z0107,0.500,1.0496,4.8998,101.5117,-0.0306,4.6617,100.6786
P1044_D2_Z0108,0.500,2.4600,4.9477,100.9883,-0.9933,4.6683,100.1363
P1044_D2_Z0109,0.500,-0.9731,4.9554,100.6388,-4.3102,4.7072,99.7427
P1044_D2_Z0110,0.500,-0.4469,4.8974,100.6915,-1.1618,4.6970,99.7426
P1044_D2_Z0111,0.500,6.0161,4.7992,101.0184,3.8969,4.6017,99.8411
P1044_D2_Z0112,0.500,6.7976,4.7860,101.1589,3.8350,4.6081,99.9917
P1044_D2_Z0113,0.500,8.9841,4.7109,101.4524,4.2721,4.5507,100.3392
P1044_D2_Z0114,0.500,8.8131,4.6806,101.5763,6.8080,4.5616,100.6954
P1044_D2_Z0115,0.500,6.8652,4.5969,101.0850,5.5758,4.5069,100.0245
P1044_D2_Z0116,0.500,4.2214,4.9071,100.2313,3.7899,4.6567,99.5351
P1044_D2_Z0117,0.500,2.0353,5.0400,99.8665,2.9063,4.8075,98.9386
P1044_D2_Z0118,0.500,-5.3167,5.1062,100.3067,-4.3069,4.8038,99.7595
P1044_D2_Z0119,0.500,-9.0950,5.1304,100.3725,-9.8111,4.8202,99.7007
P1044_D2_Z0120,0.500,1.1451,5.0627,100.6040,-1.8393,4.7939,100.1199
P1044_D2_Z0121,0.500,-1.4661,4.9655,100.7892,-11.4994,4.7045,100.2467
P1044_D2_Z0122,0.500,-1.8571,5.0256,100.7548,-9.9188,4.7657,100.1920
P1044_D2_Z0123,0.500,2.0677,5.1949,100.5696,-1.9017,4.8739,99.7815
P1044_D2_Z0124,0.500,5.1377,5.3051,100.3513,0.1462,4.9602,99.5092
P1044_D2_Z0125,0.500,5.8715,5.2911,100.1932,0.3350,4.9872,99.4876
P1044_D2_Z0126,0.500,4.4314,5.2324,100.1188,1.4572,4.9538,99.7066
P1044_D2_Z0127,0.500,-1.9087,5.1531,100.1586,-3.7733,4.9246,99.9807
P1044_D2_Z0128,0.500,3.2290,5.0471,99.9279,3.0553,4.8023,99.8540
P1044_D2_Z0129,0.500,10.0885,5.0664,99.7944,9.7109,4.7700,99.6324
P1044_D2_Z0130,0.500,4.3104,5.1290,99.6903,2.3196,4.8246,99.4668
P1044_D2_Z0131,0.500,0.7580,5.0281,99.9578,0.5503,4.7361,99.7076
P1044_D2_Z0132,0.500,-2.0081,4.9415,100.1915,-3.0197,4.7139,100.0225
P1044_D2_Z0133,0.500,-0.2896,4.8844,100.1327,-1.9183,4.6771,99.9828
P1044_D2_Z0134,0.500,1.8427,5.0496,99.9068,0.2094,4.7575,99.4764
P1044_D2_Z0135,0.500,4.6347,5.1249,99.7739,3.3502,4.7310,99.5509
P1044_D2_Z0136,0.500,4.7700,5.0579,99.9895,3.1164,4.6624,99.7372
P1044_D2_Z0137,0.500,2.1892,5.0461,100.3666,0.7518,4.6857,100.3785
P1044_D2_Z0138,0.500,1.2777,5.0066,100.3434,-2.0184,4.6606,100.5108
P1044_D2_Z0139,0.500,0.4499,4.9773,99.8970,-0.2032,4.6721,99.9739
P1044_D2_Z0140,0.500,1.9905,5.1065,99.4845,2.8561,4.7869,99.4757
P1044_D2_Z0141,0.500,-1.1658,5.3205,99.3504,-2.5606,4.9728,99.2776
P1044_D2_Z0142,0.500,-1.1926,5.2558,99.5415,-3.4620,4.8860,99.4845
P1044_D2_Z0143,0.500,0.0295,5.1142,99.8878,-1.6866,4.7623,99.6284
P1044_D2_Z0144,0.500,-0.5768,5.1000,100.2775,-2.3960,4.7630,100.0362
P1044_D2_Z0145,0.500,0.9848,5.1405,100.3155,0.3978,4.8371,100.2082
P1044_D2_Z0146,0.500,3.7343,5.1645,100.1644,0.4870,4.8610,100.1691
P1044_D2_Z0147,0.500,6.9653,5.1705,100.0046,0.4159,4.8295,99.9900
P1044_D2_Z0148,0.500,7.5349,5.2412,99.8195,3.0151,4.8832,99.8069
P1044_D2_Z0149,0.500,4.2101,5.3224,99.7651,2.6872,4.9379,99.8094
P1044_D2_Z0150,0.500,1.7492,5.2175,99.8789,1.2676,4.8578,99.9852
P1044_D2_Z0151,0.500,3.0799,4.9142,100.1049,-6.0822,4.6981,100.1710
P1044_D2_Z0152,0.500,5.2805,4.8626,100.2576,-4.1843,4.6802,100.1682
P1044_D2_Z0153,0.500,6.4753,4.9719,100.2560,-1.0567,4.7301,100.2411
P1044_D2_Z0154,0.500,2.1542,5.1650,100.0092,-0.2710,4.8675,99.7142
P1044_D2_Z0155,0.500,-0.2405,4.9953,99.8079,-4.4000,4.6948,99.5735
P1044_D2_Z0156,0.500,1.2433,4.7427,99.7336,-1.7178,4.5010,99.6237
P1044_D2_Z0157,0.500,2.9626,4.5994,99.7388,2.8328,4.4270,99.5375
P1044_D2_Z0158,0.500,5.3864,4.5707,99.8498,8.5509,4.3829,99.3812
P1044_D2_Z0159,0.500,8.1281,4.6475,100.0944,12.5750,4.3667,99.6470
P1044_D2_Z0160,0.500,10.0744,4.8761,100.3910,13.6285,4.5413,99.8958
P1044_D2_Z0161,0.500,10.7973,5.2503,100.4041,6.9245,4.7738,99.9323
P1044_D2_Z0162,0.500,0.7715,5.3486,100.3359,0.8970,4.8377,99.9092
P1044_D2_Z0163,0.500,1.1451,5.2417,100.3376,2.7315,4.8029,99.8530
P1044_D2_Z0164,0.500,3.8788,5.2181,100.6272,3.6021,4.8659,100.1922
P1044_D2_Z0165,0.500,-3.8151,5.1515,100.6339,-8.0347,4.8149,100.1754
P1044_D2_Z0166,0.500,-1.1334,4.8648,100.4176,3.7213,4.5959,99.8308
P1044_D2_Z0167,0.500,1.9581,4.7410,100.1146,10.4340,4.4443,99.4661
P1044_D2_Z0168,0.500,4.3753,4.9023,100.0221,9.6226,4.5053,99.4414
P1044_D2_Z0169,0.500,6.4616,5.1871,100.0042,4.2993,4.8152,99.3916
P1044_D2_Z0170,0.500,-1.8832,5.2608,99.8165,-2.4531,4.8917,99.3364
P1044_D2_Z0171,0.500,2.0926,5.2309,99.6974,2.5945,4.9609,99.3456
P1044_D2_Z0172,0.500,4.1630,5.3282,99.6550,5.0884,5.0186,99.3119
P1044_D2_Z0173,0.500,5.0796,5.2714,99.9153,-1.9168,4.9404,99.6668
P1044_D2_Z0174,0.500,6.6389,5.1947,100.0445,4.5243,4.8931,99.7854
P1044_D2_Z0175,0.500,12.6116,5.2111,99.9718,8.3679,4.8975,99.6899
P1044_D2_Z0176,0.500,12.8344,5.2862,99.8893,8.9235,4.9249,99.5725
P1044_D2_Z0177,0.500,7.1715,5.2972,99.9359,3.6813,4.9369,99.5077
P1044_D2_Z0178,0.500,1.9409,5.2204,100.1332,-1.3015,4.8584,99.8031
P1044_D2_Z0179,0.500,1.6279,5.1674,100.1671,0.4814,4.8610,99.7963
P1044_D2_Z0180,0.500,1.3890,5.0976,100.0158,0.8811,4.8466,99.5856
P1044_D2_Z0181,0.500,4.7351,5.0282,99.9683,1.6207,4.8224,99.4161
P1044_D2_Z0182,0.500,11.1522,4.8236,100.0950,4.1409,4.6000,99.7369
